"INDICATOR","HFA_476"

"HFA_476","Число больничных коек на 100000 населения"

"UNIT_TYPE","Единица"
"BEDS_100K","спальных мест на 100 000 населения"

"EXTERNID","Идентификатор в источнике данных"

"DATA_SOURCE","Источник данных"
"HFA","База данных "Здоровье для всех""

"DATA_TYPE_REPRESENTATION","Представление типов данных"
"RATIO","Соотношение"

"DATA_SET","Набор данных"
"HFA","База данных "Здоровье для всех" (ВОЗ)"

"DATA_MASK","Маска для контроля формата выходных значений"

"SEX","Пол"
"FEMALE","Женский"
"MALE","Мужской"
"ALL","Все"

"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"ALB","","ALL","1980","427.17"
"ALB","","ALL","1981","418.71"
"ALB","","ALL","1982","416.07"
"ALB","","ALL","1983","408.62"
"ALB","","ALL","1984","413.9"
"ALB","","ALL","1985","413.88"
"ALB","","ALL","1986","406.97"
"ALB","","ALL","1987","397"
"ALB","","ALL","1988","393.55"
"ALB","","ALL","1989","413.21"
"ALB","","ALL","1990","402.49"
"ALB","","ALL","1991","399.87"
"ALB","","ALL","1992","401.34"
"ALB","","ALL","1993","383.14"
"ALB","","ALL","1994","301.71"
"ALB","","ALL","1995","319.22"
"ALB","","ALL","1996","314.32"
"ALB","","ALL","1997","304.81"
"ALB","","ALL","1998","305.19"
"ALB","","ALL","1999","302.57"
"ALB","","ALL","2000","326.33"
"ALB","","ALL","2001","325.52"
"ALB","","ALL","2002","314.09"
"ALB","","ALL","2003","306.63"
"ALB","","ALL","2004","300.74"
"ALB","","ALL","2005","308.29"
"ALB","","ALL","2006","312.24"
"ALB","","ALL","2007","309.46"
"ALB","","ALL","2009","300.77"
"ALB","","ALL","2010","298.93"
"ALB","","ALL","2011","288.28"
"ALB","","ALL","2012","288.46"
"ALB","","ALL","2013","288.82"
"AND","","ALL","1996","317.91"
"AND","","ALL","1997","300.49"
"AND","","ALL","1998","309.49"
"AND","","ALL","1999","320.07"
"AND","","ALL","2000","320.15"
"AND","","ALL","2001","258.75"
"AND","","ALL","2002","367.07"
"AND","","ALL","2003","334.1"
"AND","","ALL","2004","276.15"
"AND","","ALL","2005","265.08"
"AND","","ALL","2006","257.87"
"AND","","ALL","2007","261.62"
"AND","","ALL","2009","253.91"
"ARM","","ALL","1980","839.54"
"ARM","","ALL","1981","857.84"
"ARM","","ALL","1982","868.28"
"ARM","","ALL","1983","854.81"
"ARM","","ALL","1984","866.01"
"ARM","","ALL","1985","869.92"
"ARM","","ALL","1986","902.42"
"ARM","","ALL","1987","899.66"
"ARM","","ALL","1988","919.04"
"ARM","","ALL","1989","903.58"
"ARM","","ALL","1990","909.48"
"ARM","","ALL","1991","852.93"
"ARM","","ALL","1992","836.77"
"ARM","","ALL","1993","884.92"
"ARM","","ALL","1994","866.86"
"ARM","","ALL","1995","880.62"
"ARM","","ALL","1996","827.78"
"ARM","","ALL","1997","787.43"
"ARM","","ALL","1998","780.53"
"ARM","","ALL","1999","729.37"
"ARM","","ALL","2000","644.43"
"ARM","","ALL","2001","502.5"
"ARM","","ALL","2002","434.75"
"ARM","","ALL","2003","442.44"
"ARM","","ALL","2004","443.65"
"ARM","","ALL","2005","446.09"
"ARM","","ALL","2006","441.97"
"ARM","","ALL","2007","406.82"
"ARM","","ALL","2008","382.12"
"ARM","","ALL","2009","372.04"
"ARM","","ALL","2010","373.46"
"ARM","","ALL","2011","374.36"
"ARM","","ALL","2012","404.78"
"ARM","","ALL","2013","405.96"
"ARM","","ALL","2014","416.28"
"AUT","","ALL","1985","993.63"
"AUT","","ALL","1986","991.2"
"AUT","","ALL","1987","979.01"
"AUT","","ALL","1988","965.21"
"AUT","","ALL","1989","951.42"
"AUT","","ALL","1990","928.96"
"AUT","","ALL","1991","904.5"
"AUT","","ALL","1992","883.44"
"AUT","","ALL","1993","869.37"
"AUT","","ALL","1994","859.59"
"AUT","","ALL","1995","853.68"
"AUT","","ALL","1996","843.99"
"AUT","","ALL","1997","834.33"
"AUT","","ALL","1998","819.54"
"AUT","","ALL","1999","808.2"
"AUT","","ALL","2000","794.78"
"AUT","","ALL","2001","784.78"
"AUT","","ALL","2002","780.64"
"AUT","","ALL","2003","773.64"
"AUT","","ALL","2004","773.69"
"AUT","","ALL","2005","768.95"
"AUT","","ALL","2006","766.26"
"AUT","","ALL","2007","775.23"
"AUT","","ALL","2008","769.3"
"AUT","","ALL","2009","768.08"
"AUT","","ALL","2010","765.55"
"AUT","","ALL","2011","767.92"
"AUT","","ALL","2012","767.73"
"AUT","","ALL","2013","764.7"
"AUT","","ALL","2014","761.01"
"AZE","","ALL","1980","973.95"
"AZE","","ALL","1985","989.68"
"AZE","","ALL","1986","984.11"
"AZE","","ALL","1987","988.21"
"AZE","","ALL","1988","996.63"
"AZE","","ALL","1989","1020.44"
"AZE","","ALL","1990","1009.78"
"AZE","","ALL","1991","1002.01"
"AZE","","ALL","1992","1054.17"
"AZE","","ALL","1993","1048.63"
"AZE","","ALL","1994","1007.06"
"AZE","","ALL","1995","1001.8"
"AZE","","ALL","1996","980.98"
"AZE","","ALL","1997","960.87"
"AZE","","ALL","1998","906.37"
"AZE","","ALL","1999","889.6"
"AZE","","ALL","2000","868.51"
"AZE","","ALL","2001","850.95"
"AZE","","ALL","2002","840.45"
"AZE","","ALL","2003","827.25"
"AZE","","ALL","2004","823.96"
"AZE","","ALL","2005","821.06"
"AZE","","ALL","2006","793.96"
"AZE","","ALL","2007","793.31"
"AZE","","ALL","2008","767.45"
"AZE","","ALL","2009","753.65"
"AZE","","ALL","2010","505.72"
"AZE","","ALL","2011","461.9"
"AZE","","ALL","2012","464.7"
"AZE","","ALL","2013","468.83"
"AZE","","ALL","2014","482.17"
"BEL","","ALL","1985","931.09"
"BEL","","ALL","1986","908.19"
"BEL","","ALL","1987","897.14"
"BEL","","ALL","1988","839.15"
"BEL","","ALL","1989","831.5"
"BEL","","ALL","1990","769.54"
"BEL","","ALL","1991","771.72"
"BEL","","ALL","1992","774.79"
"BEL","","ALL","1993","770.14"
"BEL","","ALL","1994","759.66"
"BEL","","ALL","1995","741.35"
"BEL","","ALL","1996","797.21"
"BEL","","ALL","1997","794.82"
"BEL","","ALL","1998","786.7"
"BEL","","ALL","1999","781.37"
"BEL","","ALL","2000","776.87"
"BEL","","ALL","2001","765.69"
"BEL","","ALL","2002","757.51"
"BEL","","ALL","2003","750.81"
"BEL","","ALL","2004","747.34"
"BEL","","ALL","2005","742.45"
"BEL","","ALL","2006","670.4"
"BEL","","ALL","2007","663.12"
"BEL","","ALL","2008","657.42"
"BEL","","ALL","2009","650.81"
"BEL","","ALL","2010","647.33"
"BEL","","ALL","2011","637.58"
"BEL","","ALL","2012","629.59"
"BEL","","ALL","2013","625.67"
"BEL","","ALL","2014","622.86"
"BEL","","ALL","2015","618.95"
"BGR","","ALL","2000","741.13"
"BGR","","ALL","2001","720.1"
"BGR","","ALL","2002","648.5"
"BGR","","ALL","2003","628.5"
"BGR","","ALL","2004","613.13"
"BGR","","ALL","2005","641.17"
"BGR","","ALL","2006","619.81"
"BGR","","ALL","2007","636.43"
"BGR","","ALL","2008","649.41"
"BGR","","ALL","2009","659.72"
"BGR","","ALL","2010","649.48"
"BGR","","ALL","2011","639.03"
"BGR","","ALL","2012","661.22"
"BGR","","ALL","2013","681.64"
"BGR","","ALL","2014","715.22"
"BIH","","ALL","1980","483.11"
"BIH","","ALL","1981","492.28"
"BIH","","ALL","1982","491.79"
"BIH","","ALL","1983","490.47"
"BIH","","ALL","1984","481.37"
"BIH","","ALL","1985","471.81"
"BIH","","ALL","1986","474.2"
"BIH","","ALL","1987","459.35"
"BIH","","ALL","1988","457.82"
"BIH","","ALL","1989","449.83"
"BIH","","ALL","1990","445.91"
"BIH","","ALL","1991","437.8"
"BIH","","ALL","2000","337.96"
"BIH","","ALL","2001","324.26"
"BIH","","ALL","2002","320.63"
"BIH","","ALL","2003","316.73"
"BIH","","ALL","2004","305.04"
"BIH","","ALL","2005","311.77"
"BIH","","ALL","2006","332.07"
"BIH","","ALL","2007","339.14"
"BIH","","ALL","2008","335.19"
"BIH","","ALL","2009","332.5"
"BIH","","ALL","2010","340.09"
"BIH","","ALL","2011","346.14"
"BIH","","ALL","2012","350.36"
"BIH","","ALL","2013","349.94"
"BIH","","ALL","2014","349.33"
"BLR","","ALL","1980","1254.61"
"BLR","","ALL","1985","1307.13"
"BLR","","ALL","1986","1326.05"
"BLR","","ALL","1987","1345.63"
"BLR","","ALL","1988","1337.29"
"BLR","","ALL","1989","1357.95"
"BLR","","ALL","1990","1322.64"
"BLR","","ALL","1991","1320.47"
"BLR","","ALL","1992","1269.07"
"BLR","","ALL","1993","1247.62"
"BLR","","ALL","1994","1246.39"
"BLR","","ALL","1995","1248.48"
"BLR","","ALL","1996","1227.46"
"BLR","","ALL","1997","1235.77"
"BLR","","ALL","1998","1241.65"
"BLR","","ALL","1999","1264.21"
"BLR","","ALL","2000","1261.46"
"BLR","","ALL","2001","1257.72"
"BLR","","ALL","2002","1194.17"
"BLR","","ALL","2003","1134.38"
"BLR","","ALL","2004","1071.31"
"BLR","","ALL","2005","1112.93"
"BLR","","ALL","2006","1117.83"
"BLR","","ALL","2007","1122.87"
"BLR","","ALL","2008","1112.2"
"BLR","","ALL","2009","1106.72"
"BLR","","ALL","2010","1145"
"BLR","","ALL","2011","1125.12"
"BLR","","ALL","2012","1126.74"
"BLR","","ALL","2013","1104.56"
"BLR","","ALL","2014","1083.29"
"","CARINFONET","ALL","1980","1188.17"
"","CARINFONET","ALL","1981","1202.75"
"","CARINFONET","ALL","1982","1214.34"
"","CARINFONET","ALL","1985","1225.55"
"","CARINFONET","ALL","1986","1232.01"
"","CARINFONET","ALL","1987","1231.07"
"","CARINFONET","ALL","1988","1240.3"
"","CARINFONET","ALL","1989","1245.55"
"","CARINFONET","ALL","1990","1252.06"
"","CARINFONET","ALL","1991","1257.31"
"","CARINFONET","ALL","1992","1182.87"
"","CARINFONET","ALL","1993","1103.19"
"","CARINFONET","ALL","1994","1008.37"
"","CARINFONET","ALL","1995","897.86"
"","CARINFONET","ALL","1996","794.85"
"","CARINFONET","ALL","1997","724.13"
"","CARINFONET","ALL","1998","663.37"
"","CARINFONET","ALL","1999","627.83"
"","CARINFONET","ALL","2000","612.46"
"","CARINFONET","ALL","2001","594.62"
"","CARINFONET","ALL","2002","596.56"
"","CARINFONET","ALL","2003","608.5"
"","CARINFONET","ALL","2004","596.37"
"","CARINFONET","ALL","2005","586.97"
"","CARINFONET","ALL","2006","585.84"
"","CARINFONET","ALL","2007","561.12"
"","CARINFONET","ALL","2008","551.16"
"","CARINFONET","ALL","2009","541.14"
"","CARINFONET","ALL","2010","525.51"
"","CARINFONET","ALL","2011","512.73"
"","CARINFONET","ALL","2012","501.31"
"","CARINFONET","ALL","2013","482.64"
"","CARINFONET","ALL","2014","465.16"
"CHE","","ALL","1998","662.71"
"CHE","","ALL","1999","660.82"
"CHE","","ALL","2000","628.74"
"CHE","","ALL","2001","603.92"
"CHE","","ALL","2002","594.5"
"CHE","","ALL","2003","582.4"
"CHE","","ALL","2004","566.97"
"CHE","","ALL","2005","553.92"
"CHE","","ALL","2006","539.11"
"CHE","","ALL","2007","536.01"
"CHE","","ALL","2008","521.1"
"CHE","","ALL","2009","510.43"
"CHE","","ALL","2010","496.52"
"CHE","","ALL","2011","487"
"CHE","","ALL","2012","480.21"
"CHE","","ALL","2013","467.73"
"CHE","","ALL","2014","457.17"
"","CIS","ALL","1980","1246.77"
"","CIS","ALL","1981","1252.09"
"","CIS","ALL","1982","1256.45"
"","CIS","ALL","1985","1266.13"
"","CIS","ALL","1986","1273.69"
"","CIS","ALL","1987","1279.59"
"","CIS","ALL","1988","1286.02"
"","CIS","ALL","1989","1290.08"
"","CIS","ALL","1990","1283.33"
"","CIS","ALL","1991","1262.92"
"","CIS","ALL","1992","1218.02"
"","CIS","ALL","1993","1195.28"
"","CIS","ALL","1994","1159.52"
"","CIS","ALL","1995","1125.42"
"","CIS","ALL","1996","1071.2"
"","CIS","ALL","1997","1015.15"
"","CIS","ALL","1998","982.64"
"","CIS","ALL","1999","952.26"
"","CIS","ALL","2000","945.46"
"","CIS","ALL","2001","934.2"
"","CIS","ALL","2002","925.55"
"","CIS","ALL","2003","912.84"
"","CIS","ALL","2004","872.65"
"","CIS","ALL","2005","863.19"
"","CIS","ALL","2006","857.86"
"","CIS","ALL","2007","842.39"
"","CIS","ALL","2008","824.39"
"","CIS","ALL","2009","819.48"
"","CIS","ALL","2010","794.06"
"","CIS","ALL","2011","772.82"
"","CIS","ALL","2012","758.83"
"","CIS","ALL","2013","738.76"
"","CIS","ALL","2014","712.79"
"CYP","","ALL","1985","608.76"
"CYP","","ALL","1986","618.63"
"CYP","","ALL","1987","607.05"
"CYP","","ALL","1988","607.19"
"CYP","","ALL","1989","601.41"
"CYP","","ALL","1990","587.68"
"CYP","","ALL","1991","570.01"
"CYP","","ALL","1992","545.53"
"CYP","","ALL","1993","522.53"
"CYP","","ALL","1995","506.84"
"CYP","","ALL","2000","452.44"
"CYP","","ALL","2005","382.59"
"CYP","","ALL","2006","378.14"
"CYP","","ALL","2007","377.87"
"CYP","","ALL","2008","376.29"
"CYP","","ALL","2009","373.99"
"CYP","","ALL","2010","354.48"
"CYP","","ALL","2011","351.96"
"CYP","","ALL","2012","346.09"
"CYP","","ALL","2013","340.86"
"CYP","","ALL","2014","341.32"
"CZE","","ALL","1980","1006.07"
"CZE","","ALL","1985","1010.53"
"CZE","","ALL","1990","992.11"
"CZE","","ALL","1995","849.73"
"CZE","","ALL","1996","826.4"
"CZE","","ALL","1997","803.94"
"CZE","","ALL","1998","793.33"
"CZE","","ALL","1999","773.63"
"CZE","","ALL","2000","778.63"
"CZE","","ALL","2001","776.14"
"CZE","","ALL","2002","776.19"
"CZE","","ALL","2003","772.67"
"CZE","","ALL","2004","764.23"
"CZE","","ALL","2005","755.41"
"CZE","","ALL","2006","742.65"
"CZE","","ALL","2007","731.42"
"CZE","","ALL","2008","718.37"
"CZE","","ALL","2009","711.12"
"CZE","","ALL","2010","701.19"
"CZE","","ALL","2011","683.55"
"CZE","","ALL","2012","666.21"
"CZE","","ALL","2013","645.89"
"CZE","","ALL","2014","644.4"
"DEU","","ALL","1991","1012.37"
"DEU","","ALL","1992","988.78"
"DEU","","ALL","1993","966.12"
"DEU","","ALL","1994","971.3"
"DEU","","ALL","1995","968.34"
"DEU","","ALL","1996","956.86"
"DEU","","ALL","1997","937.57"
"DEU","","ALL","1998","929.67"
"DEU","","ALL","1999","919.6"
"DEU","","ALL","2000","911.91"
"DEU","","ALL","2001","901.06"
"DEU","","ALL","2002","887.36"
"DEU","","ALL","2003","874.56"
"DEU","","ALL","2004","857.93"
"DEU","","ALL","2005","846.79"
"DEU","","ALL","2006","829.82"
"DEU","","ALL","2007","823.95"
"DEU","","ALL","2008","821.26"
"DEU","","ALL","2009","824.22"
"DEU","","ALL","2010","824.97"
"DEU","","ALL","2011","822.43"
"DEU","","ALL","2012","818.44"
"DEU","","ALL","2013","827.77"
"DEU","","ALL","2014","826.25"
"DNK","","ALL","1997","464.36"
"DNK","","ALL","1998","454.26"
"DNK","","ALL","1999","439.02"
"DNK","","ALL","2000","429.56"
"DNK","","ALL","2001","422.1"
"DNK","","ALL","2002","428.71"
"DNK","","ALL","2003","413.59"
"DNK","","ALL","2004","397.36"
"DNK","","ALL","2005","385.93"
"DNK","","ALL","2006","379.29"
"DNK","","ALL","2007","369.39"
"DNK","","ALL","2008","357.35"
"DNK","","ALL","2009","349.6"
"DNK","","ALL","2010","350.03"
"DNK","","ALL","2011","313.16"
"DNK","","ALL","2013","307.39"
"DNK","","ALL","2014","268.71"
"DNK","","ALL","2015","253.24"
"ESP","","ALL","1970","466.6"
"ESP","","ALL","1980","535.5"
"ESP","","ALL","1985","455.55"
"ESP","","ALL","1986","445.19"
"ESP","","ALL","1987","442.07"
"ESP","","ALL","1988","438.24"
"ESP","","ALL","1989","433.33"
"ESP","","ALL","1990","425.82"
"ESP","","ALL","1991","421.4"
"ESP","","ALL","1992","414.14"
"ESP","","ALL","1993","406.65"
"ESP","","ALL","1994","402.13"
"ESP","","ALL","1995","394.4"
"ESP","","ALL","1996","390.71"
"ESP","","ALL","1997","384.87"
"ESP","","ALL","1998","381.01"
"ESP","","ALL","1999","377.64"
"ESP","","ALL","2000","368.6"
"ESP","","ALL","2001","360.39"
"ESP","","ALL","2002","353.64"
"ESP","","ALL","2003","345"
"ESP","","ALL","2004","341.7"
"ESP","","ALL","2005","336.1"
"ESP","","ALL","2006","331.85"
"ESP","","ALL","2007","327.23"
"ESP","","ALL","2008","322.27"
"ESP","","ALL","2009","318.55"
"ESP","","ALL","2010","315.17"
"ESP","","ALL","2011","309.25"
"ESP","","ALL","2012","299.35"
"ESP","","ALL","2013","296.51"
"ESP","","ALL","2014","298.18"
"EST","","ALL","1970","1083.03"
"EST","","ALL","1971","1094.81"
"EST","","ALL","1972","1090.11"
"EST","","ALL","1973","1094.99"
"EST","","ALL","1974","1089.43"
"EST","","ALL","1975","1091.4"
"EST","","ALL","1976","1105.19"
"EST","","ALL","1977","1106.74"
"EST","","ALL","1978","1131.02"
"EST","","ALL","1979","1170.72"
"EST","","ALL","1980","1218.51"
"EST","","ALL","1981","1236.84"
"EST","","ALL","1982","1235.97"
"EST","","ALL","1983","1230.49"
"EST","","ALL","1984","1222.49"
"EST","","ALL","1985","1219.6"
"EST","","ALL","1986","1219.98"
"EST","","ALL","1987","1209.17"
"EST","","ALL","1988","1200.72"
"EST","","ALL","1989","1193.08"
"EST","","ALL","1990","1155.32"
"EST","","ALL","1991","1128.92"
"EST","","ALL","1992","968.17"
"EST","","ALL","1993","962.23"
"EST","","ALL","1994","856.13"
"EST","","ALL","1995","834.87"
"EST","","ALL","1996","790.06"
"EST","","ALL","1997","771.26"
"EST","","ALL","1998","758.14"
"EST","","ALL","1999","752.95"
"EST","","ALL","2000","703.52"
"EST","","ALL","2001","659.89"
"EST","","ALL","2002","597.96"
"EST","","ALL","2003","573.2"
"EST","","ALL","2004","564.38"
"EST","","ALL","2005","538.24"
"EST","","ALL","2006","555.09"
"EST","","ALL","2007","548.15"
"EST","","ALL","2008","563.16"
"EST","","ALL","2009","536.97"
"EST","","ALL","2010","527.39"
"EST","","ALL","2011","535.92"
"EST","","ALL","2012","552.58"
"EST","","ALL","2013","500.53"
"EST","","ALL","2014","500.23"
"","EU_AFTER_MAY2004","ALL","1985","814.59"
"","EU_AFTER_MAY2004","ALL","1990","809.6"
"","EU_AFTER_MAY2004","ALL","1995","752.62"
"","EU_AFTER_MAY2004","ALL","1996","745.33"
"","EU_AFTER_MAY2004","ALL","1997","733.45"
"","EU_AFTER_MAY2004","ALL","1998","727.99"
"","EU_AFTER_MAY2004","ALL","1999","729.1"
"","EU_AFTER_MAY2004","ALL","2000","729.79"
"","EU_AFTER_MAY2004","ALL","2001","721.97"
"","EU_AFTER_MAY2004","ALL","2002","710.38"
"","EU_AFTER_MAY2004","ALL","2003","686.73"
"","EU_AFTER_MAY2004","ALL","2004","680.64"
"","EU_AFTER_MAY2004","ALL","2005","675.29"
"","EU_AFTER_MAY2004","ALL","2006","670.01"
"","EU_AFTER_MAY2004","ALL","2007","657.15"
"","EU_AFTER_MAY2004","ALL","2008","662.45"
"","EU_AFTER_MAY2004","ALL","2009","660.66"
"","EU_AFTER_MAY2004","ALL","2010","648.98"
"","EU_AFTER_MAY2004","ALL","2011","643.86"
"","EU_AFTER_MAY2004","ALL","2012","643.67"
"","EU_AFTER_MAY2004","ALL","2013","635.49"
"","EU_AFTER_MAY2004","ALL","2014","634.51"
"","EU_BEFORE_MAY2004","ALL","1985","753.15"
"","EU_BEFORE_MAY2004","ALL","1986","743.64"
"","EU_BEFORE_MAY2004","ALL","1987","739.5"
"","EU_BEFORE_MAY2004","ALL","1988","731.1"
"","EU_BEFORE_MAY2004","ALL","1989","722.52"
"","EU_BEFORE_MAY2004","ALL","1990","721.3"
"","EU_BEFORE_MAY2004","ALL","1991","712.9"
"","EU_BEFORE_MAY2004","ALL","1992","696.12"
"","EU_BEFORE_MAY2004","ALL","1993","685.53"
"","EU_BEFORE_MAY2004","ALL","1994","680.35"
"","EU_BEFORE_MAY2004","ALL","1995","672.1"
"","EU_BEFORE_MAY2004","ALL","1996","673.47"
"","EU_BEFORE_MAY2004","ALL","1997","656.41"
"","EU_BEFORE_MAY2004","ALL","1998","644.55"
"","EU_BEFORE_MAY2004","ALL","1999","628.94"
"","EU_BEFORE_MAY2004","ALL","2000","617.14"
"","EU_BEFORE_MAY2004","ALL","2001","606.86"
"","EU_BEFORE_MAY2004","ALL","2002","595.74"
"","EU_BEFORE_MAY2004","ALL","2003","582.66"
"","EU_BEFORE_MAY2004","ALL","2004","570.78"
"","EU_BEFORE_MAY2004","ALL","2005","562.72"
"","EU_BEFORE_MAY2004","ALL","2006","550.24"
"","EU_BEFORE_MAY2004","ALL","2007","542.17"
"","EU_BEFORE_MAY2004","ALL","2008","533.6"
"","EU_BEFORE_MAY2004","ALL","2009","523.47"
"","EU_BEFORE_MAY2004","ALL","2010","510.72"
"","EU_BEFORE_MAY2004","ALL","2011","505.45"
"","EU_BEFORE_MAY2004","ALL","2012","498.98"
"","EU_BEFORE_MAY2004","ALL","2013","494.43"
"","EU_BEFORE_MAY2004","ALL","2014","491.64"
"","EU_MEMBERS","ALL","1985","767.58"
"","EU_MEMBERS","ALL","1986","760.56"
"","EU_MEMBERS","ALL","1987","757.36"
"","EU_MEMBERS","ALL","1988","750.71"
"","EU_MEMBERS","ALL","1989","743.53"
"","EU_MEMBERS","ALL","1990","742.02"
"","EU_MEMBERS","ALL","1991","734.7"
"","EU_MEMBERS","ALL","1992","714.59"
"","EU_MEMBERS","ALL","1993","705.19"
"","EU_MEMBERS","ALL","1994","698.68"
"","EU_MEMBERS","ALL","1995","690.64"
"","EU_MEMBERS","ALL","1996","689.93"
"","EU_MEMBERS","ALL","1997","674.01"
"","EU_MEMBERS","ALL","1998","663.55"
"","EU_MEMBERS","ALL","1999","651.7"
"","EU_MEMBERS","ALL","2000","642.54"
"","EU_MEMBERS","ALL","2001","632.66"
"","EU_MEMBERS","ALL","2002","621.18"
"","EU_MEMBERS","ALL","2003","605.62"
"","EU_MEMBERS","ALL","2004","594.86"
"","EU_MEMBERS","ALL","2005","587.28"
"","EU_MEMBERS","ALL","2006","576.19"
"","EU_MEMBERS","ALL","2007","566.96"
"","EU_MEMBERS","ALL","2008","561.25"
"","EU_MEMBERS","ALL","2009","552.82"
"","EU_MEMBERS","ALL","2010","540.15"
"","EU_MEMBERS","ALL","2011","534.81"
"","EU_MEMBERS","ALL","2012","529.46"
"","EU_MEMBERS","ALL","2013","524.33"
"","EU_MEMBERS","ALL","2014","521.43"
"FIN","","ALL","1993","825.18"
"FIN","","ALL","1994","819.43"
"FIN","","ALL","1995","812.15"
"FIN","","ALL","1996","811.61"
"FIN","","ALL","1997","789.64"
"FIN","","ALL","1998","777.24"
"FIN","","ALL","1999","760.53"
"FIN","","ALL","2000","753.97"
"FIN","","ALL","2001","746.24"
"FIN","","ALL","2002","735.14"
"FIN","","ALL","2003","724.33"
"FIN","","ALL","2004","709.94"
"FIN","","ALL","2005","705.29"
"FIN","","ALL","2006","698.66"
"FIN","","ALL","2007","673.3"
"FIN","","ALL","2008","656.84"
"FIN","","ALL","2009","625.22"
"FIN","","ALL","2010","585.38"
"FIN","","ALL","2011","552.15"
"FIN","","ALL","2012","529.83"
"FIN","","ALL","2013","487.22"
"FIN","","ALL","2014","451.5"
"FRA","","ALL","1997","866.74"
"FRA","","ALL","1998","851.02"
"FRA","","ALL","1999","844.31"
"FRA","","ALL","2000","822.27"
"FRA","","ALL","2001","809.27"
"FRA","","ALL","2002","796.66"
"FRA","","ALL","2003","778.69"
"FRA","","ALL","2004","762.07"
"FRA","","ALL","2005","746.24"
"FRA","","ALL","2006","732.35"
"FRA","","ALL","2007","727.23"
"FRA","","ALL","2008","711.03"
"FRA","","ALL","2009","686.21"
"FRA","","ALL","2010","662.16"
"FRA","","ALL","2011","655.13"
"FRA","","ALL","2012","653.1"
"FRA","","ALL","2013","647.72"
"FRA","","ALL","2014","640.85"
"GBR","","ALL","2000","409.83"
"GBR","","ALL","2001","404.13"
"GBR","","ALL","2002","398.16"
"GBR","","ALL","2003","395.43"
"GBR","","ALL","2004","386.66"
"GBR","","ALL","2005","373.32"
"GBR","","ALL","2006","355.7"
"GBR","","ALL","2007","340.77"
"GBR","","ALL","2008","335.55"
"GBR","","ALL","2009","329.05"
"GBR","","ALL","2010","295.28"
"GBR","","ALL","2011","289.88"
"GBR","","ALL","2012","280.78"
"GBR","","ALL","2013","275.78"
"GBR","","ALL","2014","274.09"
"GEO","","ALL","1996","524.95"
"GEO","","ALL","1997","540.22"
"GEO","","ALL","1998","525.43"
"GEO","","ALL","1999","505.13"
"GEO","","ALL","2000","480.75"
"GEO","","ALL","2001","445.23"
"GEO","","ALL","2002","419.78"
"GEO","","ALL","2003","419.3"
"GEO","","ALL","2004","412.33"
"GEO","","ALL","2005","391.96"
"GEO","","ALL","2006","374.15"
"GEO","","ALL","2007","331.9"
"GEO","","ALL","2008","320.94"
"GEO","","ALL","2009","309.08"
"GEO","","ALL","2010","299.34"
"GEO","","ALL","2011","281.01"
"GEO","","ALL","2012","252.7"
"GEO","","ALL","2013","258.51"
"GEO","","ALL","2014","289.36"
"GRC","","ALL","1970","621.34"
"GRC","","ALL","1971","641.28"
"GRC","","ALL","1972","629.55"
"GRC","","ALL","1973","628.48"
"GRC","","ALL","1974","634.74"
"GRC","","ALL","1975","646.67"
"GRC","","ALL","1976","638.95"
"GRC","","ALL","1977","637.83"
"GRC","","ALL","1978","630.28"
"GRC","","ALL","1979","635.74"
"GRC","","ALL","1980","622.94"
"GRC","","ALL","1981","615.8"
"GRC","","ALL","1982","602.05"
"GRC","","ALL","1983","583.91"
"GRC","","ALL","1984","576.82"
"GRC","","ALL","1985","547.98"
"GRC","","ALL","1986","530.57"
"GRC","","ALL","1987","517.41"
"GRC","","ALL","1988","513.97"
"GRC","","ALL","1989","509.92"
"GRC","","ALL","1990","505.18"
"GRC","","ALL","1991","500.15"
"GRC","","ALL","1992","495.88"
"GRC","","ALL","1993","498.25"
"GRC","","ALL","1994","490.74"
"GRC","","ALL","1995","491.11"
"GRC","","ALL","1996","491.04"
"GRC","","ALL","1997","486.93"
"GRC","","ALL","1998","484.5"
"GRC","","ALL","1999","472.35"
"GRC","","ALL","2000","471.72"
"GRC","","ALL","2001","477.41"
"GRC","","ALL","2002","471.27"
"GRC","","ALL","2003","469.56"
"GRC","","ALL","2004","468.92"
"GRC","","ALL","2005","472.9"
"GRC","","ALL","2006","481.69"
"GRC","","ALL","2007","481.45"
"GRC","","ALL","2008","477.46"
