"INDICATOR","HFA_476"

"HFA_476","Число больничных коек на 100000 населения"

"UNIT_TYPE","Единица"
"BEDS_100K","спальных мест на 100 000 населения"

"EXTERNID","Идентификатор в источнике данных"

"DATA_SOURCE","Источник данных"
"HFA","База данных "Здоровье для всех""

"DATA_TYPE_REPRESENTATION","Представление типов данных"
"RATIO","Соотношение"

"DATA_SET","Набор данных"
"HFA","База данных "Здоровье для всех" (ВОЗ)"

"DATA_MASK","Маска для контроля формата выходных значений"

"SEX","Пол"
"FEMALE","Женский"
"MALE","Мужской"
"ALL","Все"

"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"SVN","","ALL","2007","466.18"
"SVN","","ALL","2008","470.04"
"SVN","","ALL","2009","459.72"
"SVN","","ALL","2010","457.09"
"SVN","","ALL","2011","462.51"
"SVN","","ALL","2012","454.66"
"SVN","","ALL","2013","455.39"
"SVN","","ALL","2014","452.84"
"SWE","","ALL","1970","1532.1"
"SWE","","ALL","1971","1534.09"
"SWE","","ALL","1972","1553.59"
"SWE","","ALL","1973","1563.56"
"SWE","","ALL","1974","1563.03"
"SWE","","ALL","1975","1548.05"
"SWE","","ALL","1976","1535.46"
"SWE","","ALL","1977","1523.63"
"SWE","","ALL","1978","1545.07"
"SWE","","ALL","1979","1520.46"
"SWE","","ALL","1980","1514.51"
"SWE","","ALL","1981","1548.39"
"SWE","","ALL","1982","1499.03"
"SWE","","ALL","1983","1496.51"
"SWE","","ALL","1984","1489.35"
"SWE","","ALL","1985","1460.01"
"SWE","","ALL","1986","1418.36"
"SWE","","ALL","1987","1369.76"
"SWE","","ALL","1988","1328.69"
"SWE","","ALL","1989","1292.26"
"SWE","","ALL","1990","1244.15"
"SWE","","ALL","1991","1185.92"
"SWE","","ALL","1992","666.56"
"SWE","","ALL","1993","607.79"
"SWE","","ALL","1994","518.6"
"SWE","","ALL","1995","479.88"
"SWE","","ALL","1996","431.39"
"SWE","","ALL","1997","394.35"
"SWE","","ALL","1998","375.47"
"SWE","","ALL","1999","369.78"
"SWE","","ALL","2000","358.02"
"SWE","","ALL","2001","327.36"
"SWE","","ALL","2002","312.89"
"SWE","","ALL","2003","305.1"
"SWE","","ALL","2004","301.19"
"SWE","","ALL","2005","293.24"
"SWE","","ALL","2006","288.78"
"SWE","","ALL","2007","286.35"
"SWE","","ALL","2008","280.51"
"SWE","","ALL","2009","275.88"
"SWE","","ALL","2010","272.61"
"SWE","","ALL","2011","270.56"
"SWE","","ALL","2012","261.86"
"SWE","","ALL","2013","259.42"
"SWE","","ALL","2014","253.55"
"TJK","","ALL","1985","1064.48"
"TJK","","ALL","1986","1064.49"
"TJK","","ALL","1987","1065.56"
"TJK","","ALL","1988","1067.42"
"TJK","","ALL","1989","1062.98"
"TJK","","ALL","1990","1066.18"
"TJK","","ALL","1991","1096.29"
"TJK","","ALL","1992","1124.23"
"TJK","","ALL","1993","1068.12"
"TJK","","ALL","1994","894.13"
"TJK","","ALL","1995","820.15"
"TJK","","ALL","1996","747.24"
"TJK","","ALL","1997","722.34"
"TJK","","ALL","1998","691.49"
"TJK","","ALL","1999","679.63"
"TJK","","ALL","2000","653.86"
"TJK","","ALL","2001","639.77"
"TJK","","ALL","2002","627.36"
"TJK","","ALL","2003","612.18"
"TJK","","ALL","2004","604.38"
"TJK","","ALL","2005","586.51"
"TJK","","ALL","2006","611.96"
"TJK","","ALL","2007","543.99"
"TJK","","ALL","2008","530.12"
"TJK","","ALL","2009","518.61"
"TJK","","ALL","2010","507.59"
"TJK","","ALL","2011","494.54"
"TJK","","ALL","2012","482.53"
"TJK","","ALL","2013","475.62"
"TJK","","ALL","2014","466.67"
"TKM","","ALL","1980","1046.05"
"TKM","","ALL","1985","1066.8"
"TKM","","ALL","1986","1112.22"
"TKM","","ALL","1987","1110.5"
"TKM","","ALL","1988","1112.93"
"TKM","","ALL","1989","1119.34"
"TKM","","ALL","1990","1148.5"
"TKM","","ALL","1991","1155.5"
"TKM","","ALL","1992","1141.53"
"TKM","","ALL","1993","1167.89"
"TKM","","ALL","1994","1147.07"
"TKM","","ALL","1995","983.2"
"TKM","","ALL","1996","754.35"
"TKM","","ALL","1997","656.31"
"TKM","","ALL","1998","540.08"
"TKM","","ALL","1999","587.84"
"TKM","","ALL","2000","535.79"
"TKM","","ALL","2001","513.26"
"TKM","","ALL","2002","502.15"
"TKM","","ALL","2003","507.83"
"TKM","","ALL","2004","490.22"
"TKM","","ALL","2005","440.08"
"TKM","","ALL","2006","433.93"
"TKM","","ALL","2007","407.09"
"TKM","","ALL","2008","403.52"
"TKM","","ALL","2009","402.2"
"TKM","","ALL","2010","409.88"
"TKM","","ALL","2011","406.81"
"TKM","","ALL","2012","397.56"
"TKM","","ALL","2013","393.43"
"TKM","","ALL","2014","402.83"
"TUR","","ALL","2000","210.03"
"TUR","","ALL","2001","216.03"
"TUR","","ALL","2002","225.08"
"TUR","","ALL","2003","223.66"
"TUR","","ALL","2004","222.68"
"TUR","","ALL","2005","226.16"
"TUR","","ALL","2006","228.32"
"TUR","","ALL","2007","229.65"
"TUR","","ALL","2008","233.91"
"TUR","","ALL","2009","239.78"
"TUR","","ALL","2010","252.03"
"TUR","","ALL","2011","253.35"
"TUR","","ALL","2012","266.14"
"TUR","","ALL","2013","265.64"
"TUR","","ALL","2014","266.8"
"UKR","","ALL","1980","1214.35"
"UKR","","ALL","1981","1225.33"
"UKR","","ALL","1982","1235.78"
"UKR","","ALL","1983","1244.48"
"UKR","","ALL","1984","1259.1"
"UKR","","ALL","1985","1269.5"
"UKR","","ALL","1986","1278.76"
"UKR","","ALL","1987","1285.06"
"UKR","","ALL","1988","1293.04"
"UKR","","ALL","1989","1300.64"
"UKR","","ALL","1990","1301.31"
"UKR","","ALL","1991","1296.91"
"UKR","","ALL","1992","1272.9"
"UKR","","ALL","1993","1247.07"
"UKR","","ALL","1994","1230.22"
"UKR","","ALL","1995","1189.21"
"UKR","","ALL","1996","1084.07"
"UKR","","ALL","1997","936.62"
"UKR","","ALL","1998","904.29"
"UKR","","ALL","1999","895.17"
"UKR","","ALL","2000","881.57"
"UKR","","ALL","2001","879.06"
"UKR","","ALL","2002","889.33"
"UKR","","ALL","2003","881.08"
"UKR","","ALL","2004","872.85"
"UKR","","ALL","2005","868.33"
"UKR","","ALL","2006","872.97"
"UKR","","ALL","2007","872.48"
"UKR","","ALL","2008","874.51"
"UKR","","ALL","2009","940.38"
"UKR","","ALL","2010","938.22"
"UKR","","ALL","2011","904.87"
"UKR","","ALL","2012","890.71"
"UKR","","ALL","2013","879.81"
"UKR","","ALL","2014","746.26"
"UZB","","ALL","1980","1128.87"
"UZB","","ALL","1981","1151.55"
"UZB","","ALL","1982","1174.92"
"UZB","","ALL","1985","1183.42"
"UZB","","ALL","1986","1195.57"
"UZB","","ALL","1987","1194.57"
"UZB","","ALL","1988","1221.62"
"UZB","","ALL","1989","1228.51"
"UZB","","ALL","1990","1236.96"
"UZB","","ALL","1991","1244.77"
"UZB","","ALL","1992","1075.41"
"UZB","","ALL","1993","939.47"
"UZB","","ALL","1994","866.33"
"UZB","","ALL","1995","714.51"
"UZB","","ALL","1996","641.42"
"UZB","","ALL","1997","635.96"
"UZB","","ALL","1998","555.45"
"UZB","","ALL","1999","538.85"
"UZB","","ALL","2000","533.37"
"UZB","","ALL","2001","534.04"
"UZB","","ALL","2002","553.89"
"UZB","","ALL","2003","547.85"
"UZB","","ALL","2004","526.04"
"UZB","","ALL","2005","519.45"
"UZB","","ALL","2006","511.69"
"UZB","","ALL","2007","483.24"
"UZB","","ALL","2008","467.41"
"UZB","","ALL","2009","457.82"
"UZB","","ALL","2010","443.75"
"UZB","","ALL","2011","432.2"
"UZB","","ALL","2012","418.91"
"UZB","","ALL","2013","399.38"
"UZB","","ALL","2014","397.84"
"","WHO_EURO","ALL","1985","883.54"
"","WHO_EURO","ALL","1986","882.01"
"","WHO_EURO","ALL","1987","881.84"
"","WHO_EURO","ALL","1988","879.83"
"","WHO_EURO","ALL","1989","876.43"
"","WHO_EURO","ALL","1990","872.98"
"","WHO_EURO","ALL","1991","861.63"
"","WHO_EURO","ALL","1992","835.63"
"","WHO_EURO","ALL","1993","821.49"
"","WHO_EURO","ALL","1994","805.11"
"","WHO_EURO","ALL","1995","788.78"
"","WHO_EURO","ALL","1996","769.75"
"","WHO_EURO","ALL","1997","741.53"
"","WHO_EURO","ALL","1998","724.34"
"","WHO_EURO","ALL","1999","706.81"
"","WHO_EURO","ALL","2000","698.39"
"","WHO_EURO","ALL","2001","688.56"
"","WHO_EURO","ALL","2002","679.4"
"","WHO_EURO","ALL","2003","666"
"","WHO_EURO","ALL","2004","646.65"
"","WHO_EURO","ALL","2005","638.79"
"","WHO_EURO","ALL","2006","629.9"
"","WHO_EURO","ALL","2007","618.88"
"","WHO_EURO","ALL","2008","609.61"
"","WHO_EURO","ALL","2009","603.33"
"","WHO_EURO","ALL","2010","589.01"
"","WHO_EURO","ALL","2011","579.15"
"","WHO_EURO","ALL","2012","572.24"
"","WHO_EURO","ALL","2013","562.78"
"","WHO_EURO","ALL","2014","553.21"

"Последнее обновление","2019.10.17 09:38:44 GMT"
"Описание","Число больничных коек на 100000 населения"
"Ссылка","https://dw.euro.who.int/api/v3/measures/HFA_476?lang=Ru"

"Авторские права"
"© Европейское региональное бюро ВОЗ, 2019 г. Все права защищены.","http://www.euro.who.int/ru/home/copyright-notice"
